Test,Sol1,Sol2,Sol3,Sol4,Sol5,Sol6,Sol7,Sol8,CorResp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Probe_2.started,Probe_2.stopped,Prac1.x,Prac1.y,Prac1.leftButton,Prac1.midButton,Prac1.rightButton,Prac1.time,Prac1.clicked_name,Prac1.started,Prac1.stopped,Mat1_2.started,Mat1_2.stopped,Mat2_2.started,Mat2_2.stopped,Mat3_2.started,Mat3_2.stopped,Mat4_2.started,Mat4_2.stopped,Mat5_2.started,Mat5_2.stopped,Mat6_2.started,Mat6_2.stopped,Mat7_2.started,Mat7_2.stopped,Mat8_2.started,Mat8_2.stopped,Resp1_2.started,Resp1_2.stopped,Resp2_2.started,Resp2_2.stopped,Resp3_2.started,Resp3_2.stopped,Resp4_2.started,Resp4_2.stopped,Resp5_2.started,Resp5_2.stopped,Resp6_2.started,Resp6_2.stopped,Resp7_2.started,Resp7_2.stopped,Resp8_2.started,Resp8_2.stopped,mouse_final_2.x,mouse_final_2.y,mouse_final_2.leftButton,mouse_final_2.midButton,mouse_final_2.rightButton,mouse_final_2.clicked_name,mouse_final_2.started,mouse_final_2.stopped,Text.started,Text.stopped,Next_2.started,Next_2.stopped,Logo.started,Logo.stopped,Instruction1_2.started,Instruction1_2.stopped,mouse_Prac_1_sol.x,mouse_Prac_1_sol.y,mouse_Prac_1_sol.leftButton,mouse_Prac_1_sol.midButton,mouse_Prac_1_sol.rightButton,mouse_Prac_1_sol.clicked_name,mouse_Prac_1_sol.started,mouse_Prac_1_sol.stopped,Prac_1.started,Prac_1.stopped,Prac_1_9.started,Prac_1_9.stopped,Prac_1_10.started,Prac_1_10.stopped,Prac_1_11.started,Prac_1_11.stopped,Prac_1_12.started,Prac_1_12.stopped,Prac_1_13.started,Prac_1_13.stopped,Prac_1_14.started,Prac_1_14.stopped,Prac_1_15.started,Prac_1_15.stopped,Prac1_2.started,Prac1_2.stopped,Prac_1_Resp1_2.started,Prac_1_Resp1_2.stopped,Logo_2.started,Logo_2.stopped,Next_Inst_sol.started,Next_Inst_sol.stopped,White.started,White.stopped,Probe_3.started,Probe_3.stopped,Prac1_3.x,Prac1_3.y,Prac1_3.leftButton,Prac1_3.midButton,Prac1_3.rightButton,Prac1_3.time,Prac1_3.clicked_name,Prac1_3.started,Prac1_3.stopped,Mat1_3.started,Mat1_3.stopped,Mat2_3.started,Mat2_3.stopped,Mat3_3.started,Mat3_3.stopped,Mat4_3.started,Mat4_3.stopped,Mat5_3.started,Mat5_3.stopped,Mat6_3.started,Mat6_3.stopped,Mat7_3.started,Mat7_3.stopped,Mat8_3.started,Mat8_3.stopped,Resp1_3.started,Resp1_3.stopped,Resp2_3.started,Resp2_3.stopped,Resp3_3.started,Resp3_3.stopped,Resp4_3.started,Resp4_3.stopped,Resp5_3.started,Resp5_3.stopped,Resp6_3.started,Resp6_3.stopped,Resp7_3.started,Resp7_3.stopped,Resp8_3.started,Resp8_3.stopped,mouse_final_3.x,mouse_final_3.y,mouse_final_3.leftButton,mouse_final_3.midButton,mouse_final_3.rightButton,mouse_final_3.clicked_name,mouse_final_3.started,mouse_final_3.stopped,Text_2.started,Text_2.stopped,Next_3.started,Next_3.stopped,Logo_7.started,Logo_7.stopped,mouse_Inst2_2.x,mouse_Inst2_2.y,mouse_Inst2_2.leftButton,mouse_Inst2_2.midButton,mouse_Inst2_2.rightButton,mouse_Inst2_2.clicked_name,mouse_Inst2_2.started,mouse_Inst2_2.stopped,Prac1_4.started,Prac1_4.stopped,Instruction1_4.started,Instruction1_4.stopped,Prac_2.started,Prac_2.stopped,Prac_2_9.started,Prac_2_9.stopped,Prac_2_10.started,Prac_2_10.stopped,Prac_2_11.started,Prac_2_11.stopped,Prac_2_12.started,Prac_2_12.stopped,Prac_2_13.started,Prac_2_13.stopped,Prac_2_14.started,Prac_2_14.stopped,Prac_2_15.started,Prac_2_15.stopped,Prac_2_Resp6_2.started,Prac_2_Resp6_2.stopped,Logo_4.started,Logo_4.stopped,Next_Inst_3.started,Next_Inst_3.stopped,Start_text.started,Start_text.stopped,mouse_start.x,mouse_start.y,mouse_start.leftButton,mouse_start.midButton,mouse_start.rightButton,mouse_start.clicked_name,mouse_start.started,mouse_start.stopped,Start_Button.started,Start_Button.stopped,Logo_5.started,Logo_5.stopped,text_time.started,text_time.stopped,Probe.started,Probe.stopped,mouse_exp.x,mouse_exp.y,mouse_exp.leftButton,mouse_exp.midButton,mouse_exp.rightButton,mouse_exp.time,mouse_exp.clicked_name,mouse_exp.started,mouse_exp.stopped,Mat1.started,Mat1.stopped,Mat2.started,Mat2.stopped,Mat3.started,Mat3.stopped,Mat4.started,Mat4.stopped,Mat5.started,Mat5.stopped,Mat6.started,Mat6.stopped,Mat7.started,Mat7.stopped,Mat8.started,Mat8.stopped,Resp1.started,Resp1.stopped,Resp2.started,Resp2.stopped,Resp3.started,Resp3.stopped,Resp4.started,Resp4.stopped,Resp5.started,Resp5.stopped,Resp6.started,Resp6.stopped,Resp7.started,Resp7.stopped,Resp8.started,Resp8.stopped,mouse_final.x,mouse_final.y,mouse_final.leftButton,mouse_final.midButton,mouse_final.rightButton,mouse_final.started,mouse_final.stopped,mouse_final_time.x,mouse_final_time.y,mouse_final_time.leftButton,mouse_final_time.midButton,mouse_final_time.rightButton,mouse_final_time.clicked_name,mouse_final_time.started,mouse_final_time.stopped,correct,Next.started,Next.stopped,Times_up.started,Times_up.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,7.0882562000188045,None,"[-971.0, -528.0, 602.0, 554.0]","[61.0, -334.0, -458.0, -447.0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.422449900011998, 5.071888600010425, 5.710351500019897, 6.08500019996427]",['Mat1_2'],0.10154110105941072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
,,,,,,,,,,,,,,,,,,,,,,,,,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,7.0882562000188045,None,554.0,-447.0,1,0,0,Next_2,0.000768801080994308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0882562000188045,None,12.141589800012298,None,7.0882562000188045,None,13.164390799996909,None,560.0,-455.0,1,0,0,Next_Inst_sol,0.0006229199934750795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,13.164390799996909,None,15.090803500032052,None,15.597811800020281,None,"[208.0, 539.0]","[-351.0, -437.0]","[1, 1]","[0, 0]","[0, 0]","[1.302365900017321, 1.7260644999914803]",['Mat6_3'],0.10007586004212499,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,539.0,-437.0,1,0,0,Next_3,0.0007567600114271045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.597811800020281,None,15.597811800020281,None,15.597811800020281,None,544.0,-452.0,1,0,0,Next_Inst_3,0.0004892200231552124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,17.327942200005054,None,None,None,17.610419400036335,None,553.0,-443.0,1,0,0,Start_Button,0.0004209600738249719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
graphics/HMT(-S) Matrices/HMT_01.png,graphics/HMT(-S) Matrices/HMT_01_Sol_1.png,graphics/HMT(-S) Matrices/HMT_01_Sol_2.png,graphics/HMT(-S) Matrices/HMT_01_Sol_3.png,graphics/HMT(-S) Matrices/HMT_01_Sol_4.png,graphics/HMT(-S) Matrices/HMT_01_Sol_5.png,graphics/HMT(-S) Matrices/HMT_01_Sol_6.png,graphics/HMT(-S) Matrices/HMT_01_Sol_7.png,graphics/HMT(-S) Matrices/HMT_01_Sol_8.png,Mat8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.001449000032153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.610419400036335,None,17.610419400036335,None,140.5105501000071,None,20.508656800026074,140.51302410004428,[535.0],[-143.0],[1],[0],[0],[2.0364801000105217],['Mat8'],0.099670400028117,120.10197670001071,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,20.508656800026074,140.51302410004428,11.0,-84.0,1,0,0,2.0274678000132553,None,11.0,-84.0,1,0,0,Times_up,None,None,1,22.535329500038642,142.53565600002185,140.5105501000071,None,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
graphics/HMT(-S) Matrices/HMT_02.png,graphics/HMT(-S) Matrices/HMT_02_Sol_1.png,graphics/HMT(-S) Matrices/HMT_02_Sol_2.png,graphics/HMT(-S) Matrices/HMT_02_Sol_3.png,graphics/HMT(-S) Matrices/HMT_02_Sol_4.png,graphics/HMT(-S) Matrices/HMT_02_Sol_5.png,graphics/HMT(-S) Matrices/HMT_02_Sol_6.png,graphics/HMT(-S) Matrices/HMT_02_Sol_7.png,graphics/HMT(-S) Matrices/HMT_02_Sol_8.png,Mat5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.1062169999932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.6184374000295,None,254.6194811000023,374.61969620001037,[],[],[],[],[],[],[],0.09926650003762916,120.1011007000343,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,254.6194811000023,374.61969620001037,-5.0,-107.0,1,0,0,None,None,-5.0,-107.0,1,0,0,Times_up,None,None,,None,None,374.6184374000295,None,003,001,2022-11-03_13h48.07.438,HMT,2022.1.4,1477.2139800468317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.04394659999525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
